Country,"Account ID","Campaign ID","Ad name",Currency,"Amount spent (USD)",Leads,"Cost per lead","Registrations completed","Cost per registration completed","CTR (all)","CPM (cost per 1,000 impressions)",Reach,Impressions,Frequency,"Reporting starts","Reporting ends"
,,,,USD,2379.05,979,2.43008172,490,4.85520408,1.39495622,14.65843905,120561,162299,1.34619819,2026-07-01,2026-07-17
IN,1641083631350576,120246207774920106,"🇮🇳 IN_93 [FortuneGems]",USD,1.08,,,,,0,4.02985075,267,268,1.00374532,2026-07-01,2026-07-17
IN,1641083631350576,120246208615280106,"🇮🇳 IN_93 [FortuneGems]",USD,1.37,,,,,0,4.37699681,313,313,1,2026-07-01,2026-07-17
IN,1641083631350576,120246208615230106,"🇮🇳 IN_93 [FortuneGems]",USD,1.39,1,1.39,1,1.39,0.63694268,4.42675159,314,314,1,2026-07-01,2026-07-17
IN,1641083631350576,120246208615460106,"🇮🇳 IN_92 [FortuneGems]",USD,2.61,2,1.305,1,2.61,0.6993007,9.12587413,286,286,1,2026-07-01,2026-07-17
IN,1641083631350576,120246208615240106,"🇮🇳 IN_92 [FortuneGems]",USD,2.36,1,2.36,,,1.49812734,8.83895131,264,267,1.01136364,2026-07-01,2026-07-17
IN,1641083631350576,120246208615410106,"🇮🇳 IN_93 [FortuneGems]",USD,1.8,,,,,0.43859649,7.89473684,226,228,1.00884956,2026-07-01,2026-07-17
IN,1641083631350576,120246208615200106,"🇮🇳 IN_92 [FortuneGems]",USD,1.2,1,1.2,,,0.37807183,2.268431,521,529,1.01535509,2026-07-01,2026-07-17
IN,1641083631350576,120246208615380106,"🇮🇳 IN_92 [FortuneGems]",USD,1.64,1,1.64,1,1.64,0.66006601,5.41254125,300,303,1.01,2026-07-01,2026-07-17
IN,1641083631350576,120246208615390106,"🇮🇳 IN_93 [FortuneGems]",USD,1.4,,,,,0.51813472,7.25388601,189,193,1.02116402,2026-07-01,2026-07-17
IN,1641083631350576,120246208615180106,"🇮🇳 IN_93 [FortuneGems]",USD,1.28,1,1.28,,,1.41843972,4.53900709,282,282,1,2026-07-01,2026-07-17
IN,1641083631350576,120246208615390106,"🇮🇳 IN_92 [FortuneGems]",USD,9.11,10,0.911,4,2.2775,1.11940299,3.77694859,2370,2412,1.01772152,2026-07-01,2026-07-17
IN,1641083631350576,120246232798060106,"🇮🇳 IN_92 [FortuneGems]",USD,0.26,,,,,4.54545455,11.81818182,22,22,1,2026-07-01,2026-07-17
IN,1641083631350576,120246232813390106,"🇮🇳 IN_92 [FortuneGems]",USD,0.37,,,,,0,10.88235294,33,34,1.03030303,2026-07-01,2026-07-17
IN,1641083631350576,120246232813350106,"🇮🇳 IN_92 [FortuneGems]",USD,3.45,3,1.15,2,1.725,1.74081238,6.67311412,511,517,1.01174168,2026-07-01,2026-07-17
IN,1641083631350576,120246232813380106,"🇮🇳 IN_92 [FortuneGems]",USD,0.97,,,,,0,4.07563025,235,238,1.01276596,2026-07-01,2026-07-17
IN,1641083631350576,120246232813300106,"🇮🇳 IN_92 [FortuneGems]",USD,4.09,1,4.09,1,4.09,2.14285714,9.73809524,415,420,1.01204819,2026-07-01,2026-07-17
IN,1641083631350576,120246232813420106,"🇮🇳 IN_92 [FortuneGems]",USD,3.88,1,3.88,1,3.88,1.15089514,4.96163683,760,782,1.02894737,2026-07-01,2026-07-17
IN,1641083631350576,120246232813360106,"🇮🇳 IN_92 [FortuneGems]",USD,2.69,5,0.538,2,1.345,0.84626234,3.79407616,687,709,1.03202329,2026-07-01,2026-07-17
IN,1641083631350576,120246232813090106,"🇮🇳 IN_92 [FortuneGems]",USD,2.12,,,,,0.65217391,4.60869565,455,460,1.01098901,2026-07-01,2026-07-17
IN,1641083631350576,120246232813400106,"🇮🇳 IN_92 [FortuneGems]",USD,22.05,23,0.95869565,9,2.45,2.40831965,12.06896552,1732,1827,1.05484988,2026-07-01,2026-07-17
IN,1641083631350576,120246232813320106,"🇮🇳 IN_92 [FortuneGems]",USD,1.28,,,,,1.42857143,4.57142857,275,280,1.01818182,2026-07-01,2026-07-17
IN,1641083631350576,120246232813310106,"🇮🇳 IN_92 [FortuneGems]",USD,3.2,,,,,1.23762376,7.92079208,390,404,1.03589744,2026-07-01,2026-07-17
IN,1641083631350576,120246232813340106,"🇮🇳 IN_92 [FortuneGems]",USD,5.56,3,1.85333333,,,1.8549747,9.37605396,585,593,1.01367521,2026-07-01,2026-07-17
IN,1641083631350576,120246232813370106,"🇮🇳 IN_92 [FortuneGems]",USD,1.86,,,,,1.6286645,6.05863192,307,307,1,2026-07-01,2026-07-17
IN,1641083631350576,120246232813330106,"🇮🇳 IN_92 [FortuneGems]",USD,2.6,,,,,1.45985401,6.32603406,404,411,1.01732673,2026-07-01,2026-07-17
IN,1641083631350576,120246240499830106,"🇮🇳 IN_92 [FortuneGems]",USD,1.48,,,,,1.95121951,7.2195122,198,205,1.03535354,2026-07-01,2026-07-17
IN,1641083631350576,120246244261040106,"🇮🇳 IN_93 [FortuneGems]",USD,0.65,,,,,0.70422535,2.28873239,281,284,1.01067616,2026-07-01,2026-07-17
IN,1641083631350576,120246244620800106,"🇮🇳 IN_92 [FortuneGems]",USD,1.41,1,1.41,1,1.41,1.0989011,5.16483516,263,273,1.03802281,2026-07-01,2026-07-17
IN,1641083631350576,120246244620410106,"🇮🇳 IN_92 [FortuneGems]",USD,2.19,3,0.73,,,3.24324324,11.83783784,178,185,1.03932584,2026-07-01,2026-07-17
IN,1641083631350576,120246244620680106,"🇮🇳 IN_92 [FortuneGems]",USD,0.93,3,0.31,1,0.93,2.92887029,3.89121339,237,239,1.00843882,2026-07-01,2026-07-17
IN,1641083631350576,120246244620930106,"🇮🇳 IN_92 [FortuneGems]",USD,1.49,,,,,2.13675214,6.36752137,227,234,1.030837,2026-07-01,2026-07-17
IN,1641083631350576,120246244620820106,"🇮🇳 IN_92 [FortuneGems]",USD,3.09,5,0.618,2,1.545,5.03144654,19.43396226,159,159,1,2026-07-01,2026-07-17
IN,1641083631350576,120246244620870106,"🇮🇳 IN_92 [FortuneGems]",USD,1.46,,,,,0.4587156,6.69724771,213,218,1.02347418,2026-07-01,2026-07-17
IN,1641083631350576,120246244620670106,"🇮🇳 IN_92 [FortuneGems]",USD,2.33,2,1.165,1,2.33,2.54237288,19.74576271,114,118,1.03508772,2026-07-01,2026-07-17
IN,1641083631350576,120246244620700106,"🇮🇳 IN_92 [FortuneGems]",USD,1.86,,,,,0.58139535,10.81395349,168,172,1.02380952,2026-07-01,2026-07-17
IN,1641083631350576,120246244620880106,"🇮🇳 IN_92 [FortuneGems]",USD,1.61,1,1.61,1,1.61,0.43859649,7.06140351,220,228,1.03636364,2026-07-01,2026-07-17
IN,1641083631350576,120246244621160106,"🇮🇳 IN_92 [FortuneGems]",USD,2.02,2,1.01,2,1.01,1.36054422,13.7414966,141,147,1.04255319,2026-07-01,2026-07-17
IN,1641083631350576,120246244620890106,"🇮🇳 IN_92 [FortuneGems]",USD,1.75,,,,,0,11.29032258,149,155,1.04026846,2026-07-01,2026-07-17
IN,1641083631350576,120246244620900106,"🇮🇳 IN_92 [FortuneGems]",USD,2.05,2,1.025,1,2.05,0.87336245,8.95196507,228,229,1.00438596,2026-07-01,2026-07-17
IN,1641083631350576,120246244620730106,"🇮🇳 IN_92 [FortuneGems]",USD,1.51,,,,,1.65745856,8.34254144,177,181,1.02259887,2026-07-01,2026-07-17
IN,1641083631350576,120246244620750106,"🇮🇳 IN_92 [FortuneGems]",USD,1.4,,,,,0.43103448,6.03448276,222,232,1.04504505,2026-07-01,2026-07-17
IN,1641083631350576,120246244620690106,"🇮🇳 IN_92 [FortuneGems]",USD,1.51,2,0.755,2,0.755,0.64308682,4.85530547,303,311,1.02640264,2026-07-01,2026-07-17
IN,1641083631350576,120246244621150106,"🇮🇳 IN_92 [FortuneGems]",USD,3.43,7,0.49,3,1.14333333,5.98802395,20.53892216,159,167,1.05031447,2026-07-01,2026-07-17
IN,1641083631350576,120246244621100106,"🇮🇳 IN_92 [FortuneGems]",USD,1.64,1,1.64,,,2.24215247,7.35426009,219,223,1.01826484,2026-07-01,2026-07-17
IN,1641083631350576,120246244620720106,"🇮🇳 IN_92 [FortuneGems]",USD,1.6,1,1.6,,,1.03092784,5.49828179,285,291,1.02105263,2026-07-01,2026-07-17
IN,1641083631350576,120246244620960106,"🇮🇳 IN_92 [FortuneGems]",USD,3.29,3,1.09666667,1,3.29,5.92105263,21.64473684,146,152,1.04109589,2026-07-01,2026-07-17
IN,1641083631350576,120246244620970106,"🇮🇳 IN_92 [FortuneGems]",USD,1.69,1,1.69,1,1.69,1.26582278,10.69620253,156,158,1.01282051,2026-07-01,2026-07-17
IN,1641083631350576,120246244620790106,"🇮🇳 IN_92 [FortuneGems]",USD,1.51,2,0.755,1,1.51,1.7699115,6.68141593,220,226,1.02727273,2026-07-01,2026-07-17
IN,1641083631350576,120246244620770106,"🇮🇳 IN_92 [FortuneGems]",USD,2.32,1,2.32,,,0.56818182,13.18181818,172,176,1.02325581,2026-07-01,2026-07-17
IN,1641083631350576,120246244621130106,"🇮🇳 IN_92 [FortuneGems]",USD,2.02,,,,,1.75438596,8.85964912,223,228,1.02242152,2026-07-01,2026-07-17
IN,1641083631350576,120246244620710106,"🇮🇳 IN_92 [FortuneGems]",USD,1.25,2,0.625,,,1.13636364,4.73484848,261,264,1.01149425,2026-07-01,2026-07-17
IN,1641083631350576,120246244620940106,"🇮🇳 IN_92 [FortuneGems]",USD,1.62,2,0.81,2,0.81,1.49253731,8.05970149,196,201,1.0255102,2026-07-01,2026-07-17
IN,1641083631350576,120246244621110106,"🇮🇳 IN_92 [FortuneGems]",USD,2.3,3,0.76666667,1,2.3,1.31578947,10.0877193,224,228,1.01785714,2026-07-01,2026-07-17
IN,1641083631350576,120246244620850106,"🇮🇳 IN_92 [FortuneGems]",USD,2.78,,,,,3.55029586,16.44970414,165,169,1.02424242,2026-07-01,2026-07-17
IN,1641083631350576,120246244620780106,"🇮🇳 IN_92 [FortuneGems]",USD,1.74,5,0.348,1,1.74,3.27868852,9.50819672,177,183,1.03389831,2026-07-01,2026-07-17
IN,1641083631350576,120246244621140106,"🇮🇳 IN_92 [FortuneGems]",USD,2.62,6,0.43666667,2,1.31,6.92307692,20.15384615,130,130,1,2026-07-01,2026-07-17
IN,1641083631350576,120246244620860106,"🇮🇳 IN_92 [FortuneGems]",USD,1.79,3,0.59666667,1,1.79,1.11111111,6.62962963,270,270,1,2026-07-01,2026-07-17
IN,1641083631350576,120246244620760106,"🇮🇳 IN_92 [FortuneGems]",USD,1.92,1,1.92,1,1.92,0.50761421,9.74619289,196,197,1.00510204,2026-07-01,2026-07-17
IN,1641083631350576,120246244620810106,"🇮🇳 IN_92 [FortuneGems]",USD,2.36,3,0.78666667,3,0.78666667,2.79069767,10.97674419,206,215,1.04368932,2026-07-01,2026-07-17
IN,1641083631350576,120246244621120106,"🇮🇳 IN_92 [FortuneGems]",USD,2.06,6,0.34333333,2,1.03,5.69620253,13.03797468,156,158,1.01282051,2026-07-01,2026-07-17
IN,1641083631350576,120246244620830106,"🇮🇳 IN_92 [FortuneGems]",USD,1.31,2,0.655,1,1.31,1.12781955,4.92481203,257,266,1.03501946,2026-07-01,2026-07-17
IN,1641083631350576,120246244620840106,"🇮🇳 IN_92 [FortuneGems]",USD,1.39,1,1.39,1,1.39,1.22699387,8.52760736,159,163,1.02515723,2026-07-01,2026-07-17
IN,1641083631350576,120246244621050106,"🇮🇳 IN_92 [FortuneGems]",USD,1.57,1,1.57,,,1.02040816,8.01020408,192,196,1.02083333,2026-07-01,2026-07-17
IN,1641083631350576,120246244620740106,"🇮🇳 IN_92 [FortuneGems]",USD,1.75,4,0.4375,1,1.75,3.04878049,10.67073171,161,164,1.01863354,2026-07-01,2026-07-17
IN,1641083631350576,120246244620910106,"🇮🇳 IN_92 [FortuneGems]",USD,1.81,,,,,0.74349442,6.72862454,264,269,1.01893939,2026-07-01,2026-07-17
IN,1641083631350576,120246244620160106,"🇮🇳 IN_92 [FortuneGems]",USD,1.83,3,0.61,1,1.83,4.34782609,7.95652174,222,230,1.03603604,2026-07-01,2026-07-17
IN,1641083631350576,120246244670230106,"🇮🇳 IN_93 [FortuneGems]",USD,0.83,1,0.83,,,1.03092784,2.85223368,287,291,1.01393728,2026-07-01,2026-07-17
IN,1641083631350576,120246244675630106,"🇮🇳 IN_93 [FortuneGems]",USD,2.49,1,2.49,,,1.1627907,9.65116279,251,258,1.02788845,2026-07-01,2026-07-17
IN,1641083631350576,120246244675800106,"🇮🇳 IN_93 [FortuneGems]",USD,1.18,1,1.18,,,0.32258065,3.80645161,301,310,1.02990033,2026-07-01,2026-07-17
IN,1641083631350576,120246244675820106,"🇮🇳 IN_93 [FortuneGems]",USD,1.39,,,,,0.4587156,6.37614679,218,218,1,2026-07-01,2026-07-17
IN,1641083631350576,120246244675810106,"🇮🇳 IN_93 [FortuneGems]",USD,1.26,1,1.26,1,1.26,0.65359477,4.11764706,306,306,1,2026-07-01,2026-07-17
IN,1641083631350576,120246244675660106,"🇮🇳 IN_93 [FortuneGems]",USD,1.18,,,,,0,5.46296296,213,216,1.01408451,2026-07-01,2026-07-17
IN,1641083631350576,120246244675830106,"🇮🇳 IN_93 [FortuneGems]",USD,1.27,1,1.27,1,1.27,1.57480315,5,247,254,1.02834008,2026-07-01,2026-07-17
IN,1641083631350576,120246244675730106,"🇮🇳 IN_93 [FortuneGems]",USD,1.02,2,0.51,,,1.12359551,3.82022472,263,267,1.01520913,2026-07-01,2026-07-17
IN,1641083631350576,120246244675600106,"🇮🇳 IN_93 [FortuneGems]",USD,0.98,,,,,0,3.98373984,243,246,1.01234568,2026-07-01,2026-07-17
IN,1641083631350576,120246260441550106,"🇮🇳 IN_92 [FortuneGems]",USD,1.99,,,,,0,5.18229167,365,384,1.05205479,2026-07-01,2026-07-17
IN,1641083631350576,120246260466040106,"🇮🇳 IN_92 [FortuneGems]",USD,2.22,,,,,0.28985507,6.43478261,329,345,1.04863222,2026-07-01,2026-07-17
IN,1641083631350576,120246260466060106,"🇮🇳 IN_92 [FortuneGems]",USD,2.25,2,1.125,1,2.25,2.4291498,9.10931174,244,247,1.01229508,2026-07-01,2026-07-17
IN,1641083631350576,120246260465810106,"🇮🇳 IN_92 [FortuneGems]",USD,3.04,,,,,0.50890585,7.73536896,375,393,1.048,2026-07-01,2026-07-17
IN,1641083631350576,120246260465730106,"🇮🇳 IN_92 [FortuneGems]",USD,2.21,,,,,0.24875622,5.49751244,397,402,1.01259446,2026-07-01,2026-07-17
IN,1641083631350576,120246260465740106,"🇮🇳 IN_92 [FortuneGems]",USD,2.6,2,1.3,2,1.3,0.56980057,7.40740741,337,351,1.04154303,2026-07-01,2026-07-17
IN,1641083631350576,120246260465750106,"🇮🇳 IN_92 [FortuneGems]",USD,2.23,1,2.23,,,1.78041543,6.61721068,336,337,1.00297619,2026-07-01,2026-07-17
IN,1641083631350576,120246260466070106,"🇮🇳 IN_92 [FortuneGems]",USD,2.21,1,2.21,1,2.21,0.64308682,7.10610932,298,311,1.04362416,2026-07-01,2026-07-17
IN,1641083631350576,120246260465760106,"🇮🇳 IN_92 [FortuneGems]",USD,2.9,1,2.9,1,2.9,0.95238095,9.20634921,306,315,1.02941176,2026-07-01,2026-07-17
IN,1641083631350576,120246260465790106,"🇮🇳 IN_92 [FortuneGems]",USD,2.1,1,2.1,2,1.05,1.23839009,6.50154799,315,323,1.02539683,2026-07-01,2026-07-17
IN,1641083631350576,120246260465820106,"🇮🇳 IN_92 [FortuneGems]",USD,1.59,,,,,0.75757576,6.02272727,257,264,1.02723735,2026-07-01,2026-07-17
IN,1641083631350576,120246260465990106,"🇮🇳 IN_92 [FortuneGems]",USD,2.44,2,1.22,,,1.8766756,6.54155496,373,373,1,2026-07-01,2026-07-17
IN,1641083631350576,120246260465330106,"🇮🇳 IN_92 [FortuneGems]",USD,2.16,2,1.08,,,0.62305296,6.72897196,321,321,1,2026-07-01,2026-07-17
IN,1641083631350576,120246260465800106,"🇮🇳 IN_92 [FortuneGems]",USD,0.55,,,,,0,11.95652174,43,46,1.06976744,2026-07-01,2026-07-17
IN,1641083631350576,120246260465720106,"🇮🇳 IN_92 [FortuneGems]",USD,2.45,2,1.225,1,2.45,1.42857143,8.75,270,280,1.03703704,2026-07-01,2026-07-17
IN,1641083631350576,120246260465340106,"🇮🇳 IN_92 [FortuneGems]",USD,1.82,3,0.60666667,2,0.91,1.57480315,3.58267717,492,508,1.03252033,2026-07-01,2026-07-17
IN,1641083631350576,120246260465350106,"🇮🇳 IN_92 [FortuneGems]",USD,2.32,2,1.16,1,2.32,1.17647059,9.09803922,249,255,1.02409639,2026-07-01,2026-07-17
IN,1641083631350576,120246260465870106,"🇮🇳 IN_92 [FortuneGems]",USD,3.14,,,,,0.64724919,10.1618123,307,309,1.00651466,2026-07-01,2026-07-17
IN,1641083631350576,120246260465890106,"🇮🇳 IN_92 [FortuneGems]",USD,1.82,,,,,0.93896714,8.54460094,210,213,1.01428571,2026-07-01,2026-07-17
IN,1641083631350576,120246260465880106,"🇮🇳 IN_92 [FortuneGems]",USD,0.23,,,,,0,25.55555556,9,9,1,2026-07-01,2026-07-17
IN,1641083631350576,120246260465850106,"🇮🇳 IN_92 [FortuneGems]",USD,1.79,,,,,0,7.04724409,247,254,1.02834008,2026-07-01,2026-07-17
IN,1641083631350576,120246276712280106,"🇮🇳 IN_92 [FortuneGems]",USD,4.58,3,1.52666667,2,2.29,1.19760479,9.14171657,495,501,1.01212121,2026-07-01,2026-07-17
IN,1641083631350576,120246276828110106,"🇮🇳 IN_94 [FortuneGems]",USD,2.44,,,,,0,2.52849741,928,965,1.03987069,2026-07-01,2026-07-17
IN,1641083631350576,120246276847360106,"🇮🇳 IN_94 [FortuneGems]",USD,2.58,,,,,0,2.31182796,1108,1116,1.00722022,2026-07-01,2026-07-17
IN,1641083631350576,120246276847400106,"🇮🇳 IN_94 [FortuneGems]",USD,3.05,,,,,0,5.25862069,571,580,1.01576182,2026-07-01,2026-07-17
IN,1641083631350576,120246276847160106,"🇮🇳 IN_94 [FortuneGems]",USD,3.43,2,1.715,,,0.50314465,4.31446541,781,795,1.01792574,2026-07-01,2026-07-17
IN,1641083631350576,120246276847390106,"🇮🇳 IN_94 [FortuneGems]",USD,3.46,1,3.46,1,3.46,0.65681445,5.68144499,592,609,1.02871622,2026-07-01,2026-07-17
IN,1641083631350576,120246276847410106,"🇮🇳 IN_94 [FortuneGems]",USD,3.29,1,3.29,1,3.29,0.49099836,5.38461538,604,611,1.0115894,2026-07-01,2026-07-17
IN,1641083631350576,120246276847220106,"🇮🇳 IN_94 [FortuneGems]",USD,2.88,1,2.88,1,2.88,0.6097561,5.85365854,466,492,1.05579399,2026-07-01,2026-07-17
IN,1641083631350576,120246276847420106,"🇮🇳 IN_94 [FortuneGems]",USD,2.81,2,1.405,1,2.81,0.35885167,3.36124402,789,836,1.05956907,2026-07-01,2026-07-17
IN,1641083631350576,120246276847170106,"🇮🇳 IN_94 [FortuneGems]",USD,3,2,1.5,1,3,0.55172414,4.13793103,720,725,1.00694444,2026-07-01,2026-07-17
IN,1641083631350576,120246276847310106,"🇮🇳 IN_94 [FortuneGems]",USD,6.12,2,3.06,1,6.12,0.19828156,4.04494382,1478,1513,1.02368065,2026-07-01,2026-07-17
IN,1641083631350576,120246277024990106,"🇮🇳 IN_92 [FortuneGems]",USD,5.64,5,1.128,4,1.41,5.28455285,22.92682927,243,246,1.01234568,2026-07-01,2026-07-17
IN,1641083631350576,120246277036270106,"🇮🇳 IN_92 [FortuneGems]",USD,5.12,1,5.12,,,1.08303249,9.24187726,527,554,1.0512334,2026-07-01,2026-07-17
IN,1641083631350576,120246277036150106,"🇮🇳 IN_92 [FortuneGems]",USD,4.41,,,,,0.8356546,12.28412256,348,359,1.0316092,2026-07-01,2026-07-17
IN,1641083631350576,120246277036060106,"🇮🇳 IN_92 [FortuneGems]",USD,5.23,,,,,1.75097276,10.17509728,508,514,1.01181102,2026-07-01,2026-07-17
IN,1641083631350576,120246277036680106,"🇮🇳 IN_92 [FortuneGems]",USD,5.78,4,1.445,1,5.78,2.72373541,22.49027237,247,257,1.04048583,2026-07-01,2026-07-17
IN,1641083631350576,120246277036210106,"🇮🇳 IN_92 [FortuneGems]",USD,5.5,1,5.5,1,5.5,0.46948357,12.91079812,406,426,1.04926108,2026-07-01,2026-07-17
IN,1641083631350576,120246277036070106,"🇮🇳 IN_92 [FortuneGems]",USD,8.41,4,2.1025,1,8.41,2.82051282,21.56410256,379,390,1.02902375,2026-07-01,2026-07-17
IN,1641083631350576,120246277036180106,"🇮🇳 IN_92 [FortuneGems]",USD,5.83,1,5.83,,,0.78740157,15.30183727,372,381,1.02419355,2026-07-01,2026-07-17
IN,1641083631350576,120246277036160106,"🇮🇳 IN_92 [FortuneGems]",USD,4.45,,,,,0.8361204,7.44147157,567,598,1.05467372,2026-07-01,2026-07-17
IN,1641083631350576,120246277036100106,"🇮🇳 IN_92 [FortuneGems]",USD,3.84,4,0.96,3,1.28,1.28824477,6.18357488,613,621,1.01305057,2026-07-01,2026-07-17
IN,1641083631350576,120246277035770106,"🇮🇳 IN_92 [FortuneGems]",USD,8.54,5,1.708,1,8.54,1.05540897,11.26649077,753,758,1.00664011,2026-07-01,2026-07-17
IN,1641083631350576,120246277036220106,"🇮🇳 IN_92 [FortuneGems]",USD,6.3,4,1.575,1,6.3,1.99203187,25.09960159,247,251,1.01619433,2026-07-01,2026-07-17
IN,1641083631350576,120246277035780106,"🇮🇳 IN_92 [FortuneGems]",USD,5.02,3,1.67333333,1,5.02,0.91911765,9.22794118,517,544,1.05222437,2026-07-01,2026-07-17
IN,1641083631350576,120246277036200106,"🇮🇳 IN_92 [FortuneGems]",USD,6.79,4,1.6975,1,6.79,3.125,35.36458333,188,192,1.0212766,2026-07-01,2026-07-17
IN,1641083631350576,120246277035760106,"🇮🇳 IN_92 [FortuneGems]",USD,5.09,2,2.545,1,5.09,2.42424242,10.28282828,476,495,1.03991597,2026-07-01,2026-07-17
IN,1641083631350576,120246277036260106,"🇮🇳 IN_92 [FortuneGems]",USD,4.71,1,4.71,1,4.71,1.01180438,7.94266442,583,593,1.01715266,2026-07-01,2026-07-17
IN,1641083631350576,120246277036190106,"🇮🇳 IN_92 [FortuneGems]",USD,4.83,,,,,0.58708415,9.45205479,483,511,1.05797101,2026-07-01,2026-07-17
IN,1641083631350576,120246277036430106,"🇮🇳 IN_92 [FortuneGems]",USD,4.57,1,4.57,1,4.57,1.92307692,10.98557692,402,416,1.03482587,2026-07-01,2026-07-17
IN,1641083631350576,120246277036450106,"🇮🇳 IN_92 [FortuneGems]",USD,4.94,,,,,1.30890052,12.93193717,377,382,1.0132626,2026-07-01,2026-07-17
IN,1641083631350576,120246277036250106,"🇮🇳 IN_92 [FortuneGems]",USD,5.99,2,2.995,,,1.8957346,14.1943128,420,422,1.0047619,2026-07-01,2026-07-17
IN,1641083631350576,120246277036380106,"🇮🇳 IN_92 [FortuneGems]",USD,5.91,4,1.4775,2,2.955,2.83687943,20.95744681,269,282,1.04832714,2026-07-01,2026-07-17
IN,1641083631350576,120246277036140106,"🇮🇳 IN_92 [FortuneGems]",USD,4.42,,,,,0.67264574,9.9103139,441,446,1.01133787,2026-07-01,2026-07-17
IN,1641083631350576,120246277036240106,"🇮🇳 IN_92 [FortuneGems]",USD,5.98,2,2.99,1,5.98,3.3557047,20.06711409,290,298,1.02758621,2026-07-01,2026-07-17
IN,1641083631350576,120246277036420106,"🇮🇳 IN_92 [FortuneGems]",USD,4.52,1,4.52,,,0.91911765,8.30882353,531,544,1.02448211,2026-07-01,2026-07-17
IN,1641083631350576,120246277036280106,"🇮🇳 IN_92 [FortuneGems]",USD,5.2,,,,,1.77304965,18.43971631,272,282,1.03676471,2026-07-01,2026-07-17
IN,1641083631350576,120246277036230106,"🇮🇳 IN_92 [FortuneGems]",USD,4.94,2,2.47,2,2.47,1.64705882,11.62352941,417,425,1.01918465,2026-07-01,2026-07-17
IN,1641083631350576,120246277036630106,"🇮🇳 IN_92 [FortuneGems]",USD,5.89,1,5.89,1,5.89,1.04438642,15.37859008,365,383,1.04931507,2026-07-01,2026-07-17
IN,1641083631350576,120246277036300106,"🇮🇳 IN_92 [FortuneGems]",USD,5.45,6,0.90833333,2,2.725,4.47284345,17.41214058,312,313,1.00320513,2026-07-01,2026-07-17
IN,1641083631350576,120246277036320106,"🇮🇳 IN_92 [FortuneGems]",USD,4.06,1,4.06,1,4.06,0.36429872,7.39526412,540,549,1.01666667,2026-07-01,2026-07-17
IN,1641083631350576,120246277036440106,"🇮🇳 IN_92 [FortuneGems]",USD,8.59,4,2.1475,3,2.86333333,0.95890411,11.76712329,717,730,1.0181311,2026-07-01,2026-07-17
IN,1641083631350576,120246277036310106,"🇮🇳 IN_92 [FortuneGems]",USD,4.05,1,4.05,1,4.05,0.48076923,6.49038462,624,624,1,2026-07-01,2026-07-17
